Runtime,Nodes,Flips,Ratio,Cumulative Absolute,RMS Absolute,Cumulative Relative,RMS Relative,Sammon's Stress
0.099045,80,46,57.50,6.69046e-27,9.30689e-27,0,0,0
0.076696,81,47,58.02,6.82407e-27,9.32392e-27,0,0,0
0.081564,82,48,58.54,6.95706e-27,9.34146e-27,0,0,0
0.08267,83,49,59.04,6.98154e-27,9.36357e-27,0,0,0
0.085371,84,49,58.33,7.12355e-27,9.38804e-27,0,0,0
0.084317,85,49,57.65,7.27476e-27,9.41307e-27,0,0,0
0.102516,86,50,58.14,7.36013e-27,9.44195e-27,0,0,0
0.086473,87,50,57.47,7.50755e-27,9.46632e-27,0,0,0
0.091517,88,51,57.95,7.60431e-27,9.51568e-27,0,0,0
0.094293,89,52,58.43,7.73107e-27,9.54103e-27,0,0,0
0.098612,90,53,58.89,7.8117e-27,9.58855e-27,0,0,0
0.090868,91,53,58.24,9.79407e-27,1.12451e-26,0,0,0
0.09168,92,54,58.70,9.91803e-27,1.13484e-26,0,0,0
0.10628,93,54,58.06,1.00144e-26,1.17354e-26,0,0,0
0.107314,94,54,57.45,1.01315e-26,1.17836e-26,0,0,0
0.114249,95,55,57.89,1.02926e-26,1.18288e-26,0,0,0
0.11312,96,55,57.29,1.0412e-26,1.18672e-26,0,0,0
0.108015,97,55,56.70,1.21973e-26,1.40493e-26,0,0,0
0.115787,98,56,57.14,1.2365e-26,1.41555e-26,0,0,0
0.118811,99,57,57.58,1.25352e-26,1.42872e-26,0,0,0
